,ParkName,ParkType,Region,State,Year,Month,RecVisitors2018,NonRecreationVisits,RecreationHours,NonRecreationHours,ConcessionerLodging,ConcessionerCamping,TentCampers,RVCampers,Backcountry,NonRecreationOvernightStays,UnitCode,Gross Acres 2018,VisitorDensity2018
448,Carlsbad Caverns NP,National Park,Intermountain ,NM,2018,5,39735,0,150194,0,0,0,0,0,20,0,CAVE,46766.45,0.849647557
449,Carlsbad Caverns NP,National Park,Intermountain ,NM,2018,6,63091,0,250476,0,0,0,0,0,11,0,CAVE,46766.45,1.349065409
450,Carlsbad Caverns NP,National Park,Intermountain ,NM,2018,7,76302,0,301392,0,0,0,0,0,6,0,CAVE,46766.45,1.631554245
451,Carlsbad Caverns NP,National Park,Intermountain ,NM,2018,8,37116,0,147862,0,0,0,0,0,7,0,CAVE,46766.45,0.793645872
452,Carlsbad Caverns NP,National Park,Intermountain ,NM,2018,9,31053,0,123275,0,0,0,0,0,8,0,CAVE,46766.45,0.664001651
453,Carlsbad Caverns NP,National Park,Intermountain ,NM,2018,10,44238,0,183034,0,0,0,0,0,21,0,CAVE,46766.45,0.945934532
454,Carlsbad Caverns NP,National Park,Intermountain ,NM,2018,11,27358,0,100286,0,0,0,0,0,15,0,CAVE,46766.45,0.584992019
455,Carlsbad Caverns NP,National Park,Intermountain ,NM,2018,12,8945,0,32882,0,0,0,0,0,4,0,CAVE,46766.45,0.191269596
456,Casa Grande Ruins NM,National Monument,Intermountain ,AZ,2018,1,8356,180,11381,180,0,0,0,0,0,0,CAGR,472.5,17.68465608
457,Casa Grande Ruins NM,National Monument,Intermountain ,AZ,2018,2,12271,180,16714,180,0,0,0,0,0,0,CAGR,472.5,25.97037037
458,Casa Grande Ruins NM,National Monument,Intermountain ,AZ,2018,3,13505,180,18395,180,0,0,0,0,0,0,CAGR,472.5,28.58201058
459,Casa Grande Ruins NM,National Monument,Intermountain ,AZ,2018,4,5897,180,8032,180,0,0,0,0,0,0,CAGR,472.5,12.48042328
460,Casa Grande Ruins NM,National Monument,Intermountain ,AZ,2018,5,3093,180,4213,180,0,0,0,0,0,0,CAGR,472.5,6.546031746
461,Casa Grande Ruins NM,National Monument,Intermountain ,AZ,2018,6,2255,180,3071,180,0,0,0,0,0,0,CAGR,472.5,4.772486772
462,Casa Grande Ruins NM,National Monument,Intermountain ,AZ,2018,7,1971,180,2685,180,0,0,0,0,0,0,CAGR,472.5,4.171428571
463,Casa Grande Ruins NM,National Monument,Intermountain ,AZ,2018,8,1594,180,2171,180,0,0,0,0,0,0,CAGR,472.5,3.373544974
464,Casa Grande Ruins NM,National Monument,Intermountain ,AZ,2018,9,2471,180,3365,180,0,0,0,0,0,0,CAGR,472.5,5.22962963
465,Casa Grande Ruins NM,National Monument,Intermountain ,AZ,2018,10,4130,180,5625,180,0,0,0,0,0,0,CAGR,472.5,8.740740741
466,Casa Grande Ruins NM,National Monument,Intermountain ,AZ,2018,11,4988,180,6795,180,0,0,0,0,0,0,CAGR,472.5,10.55661376
467,Casa Grande Ruins NM,National Monument,Intermountain ,AZ,2018,12,2464,180,3356,180,0,0,0,0,0,0,CAGR,472.5,5.214814815
468,Castillo de San Marcos NM,National Monument,Southeast ,FL,2018,1,55257,0,41443,0,0,0,0,0,0,0,CASA,19.38,2851.23839
469,Castillo de San Marcos NM,National Monument,Southeast ,FL,2018,2,68259,0,51194,0,0,0,0,0,0,0,CASA,19.38,3522.136223
470,Castillo de San Marcos NM,National Monument,Southeast ,FL,2018,3,111801,0,83851,0,0,0,0,0,0,0,CASA,19.38,5768.885449
471,Castillo de San Marcos NM,National Monument,Southeast ,FL,2018,4,77922,0,58441,0,0,0,0,0,0,0,CASA,19.38,4020.743034
472,Castillo de San Marcos NM,National Monument,Southeast ,FL,2018,5,72915,0,54686,0,0,0,0,0,0,0,CASA,19.38,3762.383901
473,Castillo de San Marcos NM,National Monument,Southeast ,FL,2018,6,61658,0,46244,0,0,0,0,0,0,0,CASA,19.38,3181.527348
474,Castillo de San Marcos NM,National Monument,Southeast ,FL,2018,7,73485,0,55114,0,0,0,0,0,0,0,CASA,19.38,3791.795666
475,Castillo de San Marcos NM,National Monument,Southeast ,FL,2018,8,47797,0,35848,0,0,0,0,0,0,0,CASA,19.38,2466.30547
476,Castillo de San Marcos NM,National Monument,Southeast ,FL,2018,9,41129,0,30846,0,0,0,0,0,0,0,CASA,19.38,2122.239422
477,Castillo de San Marcos NM,National Monument,Southeast ,FL,2018,10,41956,0,31467,0,0,0,0,0,0,0,CASA,19.38,2164.912281
478,Castillo de San Marcos NM,National Monument,Southeast ,FL,2018,11,60323,0,45242,0,0,0,0,0,0,0,CASA,19.38,3112.641899
479,Castillo de San Marcos NM,National Monument,Southeast ,FL,2018,12,35556,0,26667,0,0,0,0,0,0,0,CASA,19.38,1834.674923
480,Castle Clinton NM,National Monument,Northeast ,NY,2018,1,164599,53,82580,53,0,0,0,0,0,0,CACL,1,164599
481,Castle Clinton NM,National Monument,Northeast ,NY,2018,2,198755,50,100158,50,0,0,0,0,0,0,CACL,1,198755
482,Castle Clinton NM,National Monument,Northeast ,NY,2018,3,306439,52,154094,52,0,0,0,0,0,0,CACL,1,306439
483,Castle Clinton NM,National Monument,Northeast ,NY,2018,4,375067,52,188668,52,0,0,0,0,0,0,CACL,1,375067
484,Castle Clinton NM,National Monument,Northeast ,NY,2018,5,453178,52,227779,52,0,0,0,0,0,0,CACL,1,453178
485,Castle Clinton NM,National Monument,Northeast ,NY,2018,6,522350,52,262800,52,0,0,0,0,0,0,CACL,1,522350
486,Castle Clinton NM,National Monument,Northeast ,NY,2018,7,611671,52,308270,52,0,0,0,0,0,0,CACL,1,611671
487,Castle Clinton NM,National Monument,Northeast ,NY,2018,8,555671,52,279108,52,0,0,0,0,0,0,CACL,1,555671
488,Castle Clinton NM,National Monument,Northeast ,NY,2018,9,381947,50,192024,50,0,0,0,0,0,0,CACL,1,381947
489,Castle Clinton NM,National Monument,Northeast ,NY,2018,10,380319,52,190860,52,0,0,0,0,0,0,CACL,1,380319
490,Castle Clinton NM,National Monument,Northeast ,NY,2018,11,283039,52,142290,52,0,0,0,0,0,0,CACL,1,283039
491,Castle Clinton NM,National Monument,Northeast ,NY,2018,12,300529,52,150866,52,0,0,0,0,0,0,CACL,1,300529
492,Cedar Breaks NM,National Monument,Intermountain ,UT,2018,1,22353,465,44706,465,0,0,0,0,0,0,CEBR,6154.6,3.63191759
493,Cedar Breaks NM,National Monument,Intermountain ,UT,2018,2,12744,465,25488,465,0,0,0,0,0,0,CEBR,6154.6,2.070646346
494,Cedar Breaks NM,National Monument,Intermountain ,UT,2018,3,15364,465,30729,465,0,0,0,0,0,0,CEBR,6154.6,2.496344198
495,Cedar Breaks NM,National Monument,Intermountain ,UT,2018,4,20478,465,40956,465,0,0,0,0,0,0,CEBR,6154.6,3.32726741
496,Cedar Breaks NM,National Monument,Intermountain ,UT,2018,5,37943,3794,75886,3794,0,0,0,0,0,0,CEBR,6154.6,6.16498229
497,Cedar Breaks NM,National Monument,Intermountain ,UT,2018,6,58156,5816,128479,5816,0,0,386,290,0,0,CEBR,6154.6,9.449192474
498,Cedar Breaks NM,National Monument,Intermountain ,UT,2018,7,164700,16470,359190,16470,0,0,994,661,0,0,CEBR,6154.6,26.76047184
499,Cedar Breaks NM,National Monument,Intermountain ,UT,2018,8,137587,13759,297314,13759,0,0,734,496,0,0,CEBR,6154.6,22.35514899
500,Cedar Breaks NM,National Monument,Intermountain ,UT,2018,9,82567,8257,174297,8257,0,0,283,226,0,0,CEBR,6154.6,13.4154941
501,Cedar Breaks NM,National Monument,Intermountain ,UT,2018,10,48803,4880,97606,4880,0,0,0,0,0,0,CEBR,6154.6,7.929516134
502,Cedar Breaks NM,National Monument,Intermountain ,UT,2018,11,24510,465,49021,465,0,0,0,0,0,0,CEBR,6154.6,3.982387158
503,Cedar Breaks NM,National Monument,Intermountain ,UT,2018,12,19310,465,38620,465,0,0,0,0,0,0,CEBR,6154.6,3.137490657
504,Cesar E. Chavez NM,National Monument,Pacific West ,,2018,1,843,0,422,0,0,0,0,0,0,0,CECH,116.56,7.232326699
505,Cesar E. Chavez NM,National Monument,Pacific West ,,2018,2,1133,0,566,0,0,0,0,0,0,0,CECH,116.56,9.720315717
506,Cesar E. Chavez NM,National Monument,Pacific West ,,2018,3,1216,0,608,0,0,0,0,0,0,0,CECH,116.56,10.43239533
507,Cesar E. Chavez NM,National Monument,Pacific West ,,2018,4,1343,0,672,0,0,0,0,0,0,0,CECH,116.56,11.52196294
508,Cesar E. Chavez NM,National Monument,Pacific West ,,2018,5,1155,0,578,0,0,0,0,0,0,0,CECH,116.56,9.909059712
509,Cesar E. Chavez NM,National Monument,Pacific West ,,2018,6,909,0,454,0,0,0,0,0,0,0,CECH,116.56,7.798558682
510,Cesar E. Chavez NM,National Monument,Pacific West ,,2018,7,1271,0,636,0,0,0,0,0,0,0,CECH,116.56,10.90425532
511,Cesar E. Chavez NM,National Monument,Pacific West ,,2018,8,819,0,410,0,0,0,0,0,0,0,CECH,116.56,7.026424159
512,Cesar E. Chavez NM,National Monument,Pacific West ,,2018,9,1050,0,525,0,0,0,0,0,0,0,CECH,116.56,9.008236102
513,Cesar E. Chavez NM,National Monument,Pacific West ,,2018,10,1495,0,748,0,0,0,0,0,0,0,CECH,116.56,12.82601235
514,Cesar E. Chavez NM,National Monument,Pacific West ,,2018,11,972,0,486,0,0,0,0,0,0,0,CECH,116.56,8.339052848
515,Cesar E. Chavez NM,National Monument,Pacific West ,,2018,12,563,0,282,0,0,0,0,0,0,0,CECH,116.56,4.830130405
516,Channel Islands NP,National Park,Pacific West ,CA,2018,1,15986,420,96626,420,0,0,0,0,284,562,CHIS,249561,0.064056483
517,Channel Islands NP,National Park,Pacific West ,CA,2018,2,24878,397,133415,397,0,0,0,0,523,477,CHIS,249561,0.09968705
518,Channel Islands NP,National Park,Pacific West ,CA,2018,3,30668,715,243711,715,0,0,0,0,1171,850,CHIS,249561,0.122887791
519,Channel Islands NP,National Park,Pacific West ,CA,2018,4,37565,304,419761,304,0,0,0,0,1672,2394,CHIS,249561,0.150524321
520,Channel Islands NP,National Park,Pacific West ,CA,2018,5,33616,1143,422704,1143,0,0,0,0,1979,1022,CHIS,249561,0.134700534
521,Channel Islands NP,National Park,Pacific West ,CA,2018,6,39141,994,471492,994,0,0,0,0,2183,1570,CHIS,249561,0.15683941
522,Channel Islands NP,National Park,Pacific West ,CA,2018,7,49533,183,530999,183,0,0,0,0,3301,27,CHIS,249561,0.198480532
523,Channel Islands NP,National Park,Pacific West ,CA,2018,8,39684,36,443800,36,0,0,0,0,3377,54,CHIS,249561,0.159015231
524,Channel Islands NP,National Park,Pacific West ,CA,2018,9,31267,319,338458,319,0,0,0,0,2836,459,CHIS,249561,0.125288006
525,Channel Islands NP,National Park,Pacific West ,CA,2018,10,26844,466,281746,466,0,0,0,0,1843,333,CHIS,249561,0.107564884
526,Channel Islands NP,National Park,Pacific West ,CA,2018,11,21703,579,207970,579,0,0,0,0,1960,882,CHIS,249561,0.08696471
527,Channel Islands NP,National Park,Pacific West ,CA,2018,12,15365,307,134384,307,0,0,0,0,334,536,CHIS,249561,0.061568114
528,Charles Young Buffalo Soldiers NM,National Monument,Midwest ,,2018,1,2207,0,2291,0,0,0,0,0,0,0,CHYO,59.66,36.99296011
529,Charles Young Buffalo Soldiers NM,National Monument,Midwest ,,2018,2,5700,0,8700,0,0,0,0,0,0,0,CHYO,59.66,95.54140127
530,Charles Young Buffalo Soldiers NM,National Monument,Midwest ,,2018,3,6200,0,9700,0,0,0,0,0,0,0,CHYO,59.66,103.9222259
531,Charles Young Buffalo Soldiers NM,National Monument,Midwest ,,2018,4,3400,0,5400,0,0,0,0,0,0,0,CHYO,59.66,56.98960778
532,Charles Young Buffalo Soldiers NM,National Monument,Midwest ,,2018,5,2763,0,2963,0,0,0,0,0,0,0,CHYO,59.66,46.31243714
533,Charles Young Buffalo Soldiers NM,National Monument,Midwest ,,2018,6,2151,0,2231,0,0,0,0,0,0,0,CHYO,59.66,36.05430774
534,Charles Young Buffalo Soldiers NM,National Monument,Midwest ,,2018,7,1412,0,1530,0,0,0,0,0,0,0,CHYO,59.66,23.66744888
535,Charles Young Buffalo Soldiers NM,National Monument,Midwest ,,2018,8,1300,0,1700,0,0,0,0,0,0,0,CHYO,59.66,21.79014415
536,Charles Young Buffalo Soldiers NM,National Monument,Midwest ,,2018,9,2619,0,5019,0,0,0,0,0,0,0,CHYO,59.66,43.89875964
537,Charles Young Buffalo Soldiers NM,National Monument,Midwest ,,2018,10,355,0,561,0,0,0,0,0,0,0,CHYO,59.66,5.950385518
538,Charles Young Buffalo Soldiers NM,National Monument,Midwest ,,2018,11,650,0,868,0,0,0,0,0,0,0,CHYO,59.66,10.89507208
539,Charles Young Buffalo Soldiers NM,National Monument,Midwest ,,2018,12,2691,0,5041,0,0,0,0,0,0,0,CHYO,59.66,45.10559839
540,Chattahoochee River NRA,National Recreation Area,Southeast ,GA,2018,1,183834,0,735337,0,0,0,0,0,0,0,CHAT,11254.14,16.3347888
541,Chattahoochee River NRA,National Recreation Area,Southeast ,GA,2018,2,191546,0,766182,0,0,0,0,0,0,0,CHAT,11254.14,17.02004773
542,Chattahoochee River NRA,National Recreation Area,Southeast ,GA,2018,3,201571,0,806286,0,0,0,0,0,0,0,CHAT,11254.14,17.91083104
543,Chattahoochee River NRA,National Recreation Area,Southeast ,GA,2018,4,230284,0,921135,0,0,0,0,0,0,0,CHAT,11254.14,20.46215881
544,Chattahoochee River NRA,National Recreation Area,Southeast ,GA,2018,5,284097,0,1136387,0,0,0,0,0,0,0,CHAT,11254.14,25.24377696
545,Chattahoochee River NRA,National Recreation Area,Southeast ,GA,2018,6,248594,0,994375,0,0,0,0,0,0,0,CHAT,11254.14,22.08911565
546,Chattahoochee River NRA,National Recreation Area,Southeast ,GA,2018,7,378092,0,1512368,0,0,0,0,0,0,0,CHAT,11254.14,33.59581452
547,Chattahoochee River NRA,National Recreation Area,Southeast ,GA,2018,8,254380,0,1017520,0,0,0,0,0,0,0,CHAT,11254.14,22.60323756
548,Chattahoochee River NRA,National Recreation Area,Southeast ,GA,2018,9,320269,0,1281078,0,0,0,0,0,0,0,CHAT,11254.14,28.45788305
549,Chattahoochee River NRA,National Recreation Area,Southeast ,GA,2018,10,198533,0,794132,0,0,0,0,0,0,0,CHAT,11254.14,17.64088593
550,Chattahoochee River NRA,National Recreation Area,Southeast ,GA,2018,11,178277,0,713106,0,0,0,0,0,0,0,CHAT,11254.14,15.84101495
551,Chattahoochee River NRA,National Recreation Area,Southeast ,GA,2018,12,204389,0,817555,0,0,0,0,0,0,0,CHAT,11254.14,18.16122778
552,Chickamauga & Chattanooga NMP,National Military Park,Southeast ,GA,2018,1,60144,179616,124233,179616,0,0,0,0,0,0,CHCH,9523.48,6.315338511
553,Chickamauga & Chattanooga NMP,National Military Park,Southeast ,GA,2018,2,65458,186739,134373,186739,0,0,0,0,0,0,CHCH,9523.48,6.873327817
554,Chickamauga & Chattanooga NMP,National Military Park,Southeast ,GA,2018,3,91627,219333,177821,219333,0,0,0,0,0,0,CHCH,9523.48,9.621167892
555,Chickamauga & Chattanooga NMP,National Military Park,Southeast ,GA,2018,4,90973,215392,179034,215392,0,0,0,0,0,0,CHCH,9523.48,9.552495516
556,Chickamauga & Chattanooga NMP,National Military Park,Southeast ,GA,2018,5,87719,218269,173687,218269,0,0,0,0,0,0,CHCH,9523.48,9.210813694
557,Chickamauga & Chattanooga NMP,National Military Park,Southeast ,GA,2018,6,87406,168212,165962,168212,0,0,0,0,0,0,CHCH,9523.48,9.177947557
558,Chickamauga & Chattanooga NMP,National Military Park,Southeast ,GA,2018,7,91752,160463,169696,160463,0,0,0,0,0,0,CHCH,9523.48,9.634293347
559,Chickamauga & Chattanooga NMP,National Military Park,Southeast ,GA,2018,8,80199,171968,157300,171968,0,0,0,0,0,0,CHCH,9523.48,8.421186373
560,Chickamauga & Chattanooga NMP,National Military Park,Southeast ,GA,2018,9,82001,164640,159748,164640,0,0,0,0,0,0,CHCH,9523.48,8.61040292
561,Chickamauga & Chattanooga NMP,National Military Park,Southeast ,GA,2018,10,79698,130561,147353,130561,0,0,0,0,0,0,CHCH,9523.48,8.368579553
562,Chickamauga & Chattanooga NMP,National Military Park,Southeast ,GA,2018,11,72101,140568,142879,140568,0,0,0,0,0,0,CHCH,9523.48,7.570866952
563,Chickamauga & Chattanooga NMP,National Military Park,Southeast ,GA,2018,12,56884,145762,119109,145762,0,0,0,0,0,0,CHCH,9523.48,5.973026667
564,Chickasaw NRA,National Recreation Area,Intermountain ,OK,2018,1,52699,120865,144032,120865,0,0,180,410,0,0,CHIC,9898.63,5.32386805
565,Chickasaw NRA,National Recreation Area,Intermountain ,OK,2018,2,64010,132292,203172,132292,0,0,921,880,0,0,CHIC,9898.63,6.466551432
566,Chickasaw NRA,National Recreation Area,Intermountain ,OK,2018,3,87532,132650,404166,132650,0,0,3052,3644,0,0,CHIC,9898.63,8.842839868
567,Chickasaw NRA,National Recreation Area,Intermountain ,OK,2018,4,93794,134562,476406,134562,0,0,3671,3904,0,0,CHIC,9898.63,9.475452664
568,Chickasaw NRA,National Recreation Area,Intermountain ,OK,2018,5,173699,145920,883900,145920,0,0,11010,7856,0,0,CHIC,9898.63,17.54778186
569,Chickasaw NRA,National Recreation Area,Intermountain ,OK,2018,6,233313,151156,1158783,151156,0,0,13658,9281,0,0,CHIC,9898.63,23.57023144
570,Chickasaw NRA,National Recreation Area,Intermountain ,OK,2018,7,240569,152112,1252202,152112,0,0,17932,10635,0,0,CHIC,9898.63,24.30326217
571,Chickasaw NRA,National Recreation Area,Intermountain ,OK,2018,8,225923,142825,939856,142825,0,0,10641,5767,0,0,CHIC,9898.63,22.82366348
572,Chickasaw NRA,National Recreation Area,Intermountain ,OK,2018,9,144115,145827,719939,145827,0,0,8729,6107,0,0,CHIC,9898.63,14.55908545
573,Chickasaw NRA,National Recreation Area,Intermountain ,OK,2018,10,65938,140583,341354,140583,0,0,3388,3414,0,0,CHIC,9898.63,6.66132586
574,Chickasaw NRA,National Recreation Area,Intermountain ,OK,2018,11,48782,121280,158975,121280,0,0,146,474,0,0,CHIC,9898.63,4.928156725
575,Chickasaw NRA,National Recreation Area,Intermountain ,OK,2018,12,47532,120482,133451,120482,0,0,113,374,0,0,CHIC,9898.63,4.801876623
576,Chiricahua NM,National Monument,Intermountain ,AZ,2018,1,5405,300,25848,300,0,0,375,664,0,0,CHIR,12024.73,0.449490342
577,Chiricahua NM,National Monument,Intermountain ,AZ,2018,2,8272,300,37432,300,0,0,385,1089,0,0,CHIR,12024.73,0.687915654
578,Chiricahua NM,National Monument,Intermountain ,AZ,2018,3,12604,300,58870,300,0,0,992,990,0,0,CHIR,12024.73,1.048173223
579,Chiricahua NM,National Monument,Intermountain ,AZ,2018,4,8415,300,47788,300,0,0,912,1070,0,0,CHIR,12024.73,0.699807813
580,Chiricahua NM,National Monument,Intermountain ,AZ,2018,5,4118,300,31447,300,0,0,641,475,0,0,CHIR,12024.73,0.342460912
581,Chiricahua NM,National Monument,Intermountain ,AZ,2018,6,2738,300,21773,300,0,0,563,261,0,0,CHIR,12024.73,0.22769742
582,Chiricahua NM,National Monument,Intermountain ,AZ,2018,7,2553,300,15214,300,0,0,363,221,0,0,CHIR,12024.73,0.212312459
583,Chiricahua NM,National Monument,Intermountain ,AZ,2018,8,2280,300,12517,300,0,0,250,194,0,0,CHIR,12024.73,0.189609247
584,Chiricahua NM,National Monument,Intermountain ,AZ,2018,9,2835,300,11727,300,0,0,171,112,0,0,CHIR,12024.73,0.235764129
585,Chiricahua NM,National Monument,Intermountain ,AZ,2018,10,4457,300,29528,300,0,0,771,557,0,0,CHIR,12024.73,0.370652813
586,Chiricahua NM,National Monument,Intermountain ,AZ,2018,11,4817,300,24827,300,0,0,222,686,0,0,CHIR,12024.73,0.400591115
587,Chiricahua NM,National Monument,Intermountain ,AZ,2018,12,2083,300,10471,300,0,0,148,285,0,0,CHIR,12024.73,0.173226343
588,City of Rocks NRES,National Reserve,Pacific West ,ID,2018,1,350,0,1225,0,0,0,0,0,0,0,CIRO,14407.19,0.024293426
589,City of Rocks NRES,National Reserve,Pacific West ,ID,2018,2,250,0,875,0,0,0,0,0,0,0,CIRO,14407.19,0.017352447
590,City of Rocks NRES,National Reserve,Pacific West ,ID,2018,3,1305,0,4568,0,0,0,0,0,0,0,CIRO,14407.19,0.090579773
591,City of Rocks NRES,National Reserve,Pacific West ,ID,2018,4,4200,0,14700,0,0,0,0,0,0,0,CIRO,14407.19,0.291521109
592,City of Rocks NRES,National Reserve,Pacific West ,ID,2018,5,25848,0,90469,0,0,0,0,0,0,0,CIRO,14407.19,1.794104194
593,City of Rocks NRES,National Reserve,Pacific West ,ID,2018,6,24444,0,85554,0,0,0,0,0,0,0,CIRO,14407.19,1.696652852
594,City of Rocks NRES,National Reserve,Pacific West ,ID,2018,7,21403,0,74911,0,0,0,0,0,0,0,CIRO,14407.19,1.485577687
595,City of Rocks NRES,National Reserve,Pacific West ,ID,2018,8,20175,0,70614,0,0,0,0,0,0,0,CIRO,14407.19,1.400342468
596,City of Rocks NRES,National Reserve,Pacific West ,ID,2018,9,17430,0,61005,0,0,0,0,0,0,0,CIRO,14407.19,1.209812601
597,City of Rocks NRES,National Reserve,Pacific West ,ID,2018,10,16529,0,57852,0,0,0,0,0,0,0,CIRO,14407.19,1.147274382
598,City of Rocks NRES,National Reserve,Pacific West ,ID,2018,11,5862,0,20517,0,0,0,0,0,0,0,CIRO,14407.19,0.406880176
599,City of Rocks NRES,National Reserve,Pacific West ,ID,2018,12,4454,0,15590,0,0,0,0,0,0,0,CIRO,14407.19,0.309151195
600,Colorado NM,National Monument,Intermountain ,CO,2018,1,14295,26307,31874,26307,0,0,11,15,4,0,COLM,20536.39,0.696081444
601,Colorado NM,National Monument,Intermountain ,CO,2018,2,14991,24077,34135,24077,0,0,0,81,0,0,COLM,20536.39,0.729972502
602,Colorado NM,National Monument,Intermountain ,CO,2018,3,28094,24930,83212,24930,0,0,651,762,94,0,COLM,20536.39,1.368010639
603,Colorado NM,National Monument,Intermountain ,CO,2018,4,27368,26901,117047,26901,0,0,1236,2716,51,0,COLM,20536.39,1.332658758
604,Colorado NM,National Monument,Intermountain ,CO,2018,5,45954,33698,201226,33698,0,0,4229,2749,73,0,COLM,20536.39,2.23768637
605,Colorado NM,National Monument,Intermountain ,CO,2018,6,39674,32180,148779,32180,0,0,2227,2079,24,0,COLM,20536.39,1.931887737
606,Colorado NM,National Monument,Intermountain ,CO,2018,7,43882,32668,140097,32668,0,0,1935,1095,37,0,COLM,20536.39,2.136792299
607,Colorado NM,National Monument,Intermountain ,CO,2018,8,41412,33140,131228,33140,0,0,1750,1032,43,0,COLM,20536.39,2.016517996
608,Colorado NM,National Monument,Intermountain ,CO,2018,9,48465,31797,154952,31797,0,0,1258,2128,18,0,COLM,20536.39,2.35995713
609,Colorado NM,National Monument,Intermountain ,CO,2018,10,33397,30463,121948,30463,0,0,1232,2164,17,0,COLM,20536.39,1.626235185
610,Colorado NM,National Monument,Intermountain ,CO,2018,11,21134,26384,49809,26384,0,0,78,152,4,0,COLM,20536.39,1.029100051
611,Colorado NM,National Monument,Intermountain ,CO,2018,12,16801,24732,37568,24732,0,0,15,26,2,0,COLM,20536.39,0.818108733
612,Congaree NP,National Park,Southeast ,SC,2018,1,7186,0,29458,0,0,0,0,0,34,0,CONG,26639.99,0.269744846
613,Congaree NP,National Park,Southeast ,SC,2018,2,11166,0,52279,0,0,0,0,0,139,0,CONG,26639.99,0.419144301
614,Congaree NP,National Park,Southeast ,SC,2018,3,21238,0,96635,0,0,0,0,0,350,0,CONG,26639.99,0.797222521
615,Congaree NP,National Park,Southeast ,SC,2018,4,14186,0,71938,0,0,0,0,0,146,0,CONG,26639.99,0.532507707
616,Congaree NP,National Park,Southeast ,SC,2018,5,22489,0,89667,0,0,0,0,0,83,0,CONG,26639.99,0.844181999
617,Congaree NP,National Park,Southeast ,SC,2018,6,13120,0,54020,0,0,0,0,0,46,0,CONG,26639.99,0.492492677
618,Congaree NP,National Park,Southeast ,SC,2018,7,10544,0,37531,0,0,0,0,0,27,0,CONG,26639.99,0.395795944
619,Congaree NP,National Park,Southeast ,SC,2018,8,12348,0,45263,0,0,0,0,0,78,0,CONG,26639.99,0.463513688
620,Congaree NP,National Park,Southeast ,SC,2018,9,5675,0,22504,0,0,0,0,0,14,0,CONG,26639.99,0.213025605
621,Congaree NP,National Park,Southeast ,SC,2018,10,8870,0,41471,0,0,0,0,0,41,0,CONG,26639.99,0.332958083
622,Congaree NP,National Park,Southeast ,SC,2018,11,9691,0,48113,0,0,0,0,0,65,0,CONG,26639.99,0.363776413
623,Congaree NP,National Park,Southeast ,SC,2018,12,9416,0,33768,0,0,0,0,0,0,0,CONG,26639.99,0.353453586
624,Crater Lake NP,National Park,Pacific West ,OR,2018,1,9220,2100,35209,2100,0,0,0,0,147,0,CRLA,183224.05,0.050320905
625,Crater Lake NP,National Park,Pacific West ,OR,2018,2,8000,2400,31881,2400,0,0,0,0,194,0,CRLA,183224.05,0.04366239
626,Crater Lake NP,National Park,Pacific West ,OR,2018,3,11143,2800,45861,2800,0,0,0,0,343,0,CRLA,183224.05,0.060816252
627,Crater Lake NP,National Park,Pacific West ,OR,2018,4,19790,4800,73386,4800,0,0,0,0,206,0,CRLA,183224.05,0.108009838
628,Crater Lake NP,National Park,Pacific West ,OR,2018,5,52298,4900,229860,4900,2551,145,0,0,155,0,CRLA,183224.05,0.285431962
629,Crater Lake NP,National Park,Pacific West ,OR,2018,6,110842,6100,639914,6100,7468,6327,0,0,297,0,CRLA,183224.05,0.604953334
630,Crater Lake NP,National Park,Pacific West ,OR,2018,7,179570,6500,1116978,6500,7734,15104,2725,0,408,0,CRLA,183224.05,0.98005693
631,Crater Lake NP,National Park,Pacific West ,OR,2018,8,134628,3900,879672,3900,7059,12399,2052,0,325,0,CRLA,183224.05,0.734772537
632,Crater Lake NP,National Park,Pacific West ,OR,2018,9,110911,4800,719155,4800,7831,8064,1962,0,257,0,CRLA,183224.05,0.605329923
633,Crater Lake NP,National Park,Pacific West ,OR,2018,10,58308,3300,238862,3300,2004,0,0,0,136,0,CRLA,183224.05,0.318233332
634,Crater Lake NP,National Park,Pacific West ,OR,2018,11,21309,3700,75702,3700,0,0,0,0,56,0,CRLA,183224.05,0.116300235
635,Crater Lake NP,National Park,Pacific West ,OR,2018,12,4640,4300,17440,4300,0,0,0,0,60,0,CRLA,183224.05,0.025324186
636,Craters of the Moon NM & PRES,National Monument,Pacific West ,ID,2018,1,3288,0,7068,0,0,0,0,0,0,0,CRMO,752377.33,0.004370148
637,Craters of the Moon NM & PRES,National Monument,Pacific West ,ID,2018,2,4514,0,9704,0,0,0,0,0,0,0,CRMO,752377.33,0.005999649
638,Craters of the Moon NM & PRES,National Monument,Pacific West ,ID,2018,3,7220,0,15523,0,0,0,0,0,0,0,CRMO,752377.33,0.009596249
639,Craters of the Moon NM & PRES,National Monument,Pacific West ,ID,2018,4,13996,0,32252,0,0,0,68,87,25,0,CRMO,752377.33,0.018602368
640,Craters of the Moon NM & PRES,National Monument,Pacific West ,ID,2018,5,35071,0,104780,0,0,0,0,2297,117,0,CRMO,752377.33,0.046613579
641,Craters of the Moon NM & PRES,National Monument,Pacific West ,ID,2018,6,46922,0,144947,0,0,0,1336,2074,72,0,CRMO,752377.33,0.062364984
642,Craters of the Moon NM & PRES,National Monument,Pacific West ,ID,2018,7,54856,0,164193,0,0,0,1510,1972,55,0,CRMO,752377.33,0.072910224
